Processed_Text,Encoded_Label
know thorough regard family believe considers one best friend,0
came ask whether thought would imprudent settle early whether thought young short whether approved choice altogether apprehension perhaps considered especially since making much line society,0
wa much pleased said,1
never hear better sense one robert martin,1
always speaks purpose open straightforward well judging,1
told every thing circumstance plan proposed event marriage,1
excellent young man son brother,1
hesitation advising marry,1
proved could afford case wa convinced could better,1
praised fair lady altogether sent away happy,1
never esteemed opinion would thought highly dare say left house thinking best friend counsellor man ever,0
happened night last,1
may fairly suppose would allow much time pas spoke lady doe appear spoken yesterday unlikely mr,0
goddard today may detained visitor without thinking tiresome wretch,0
pray mr,1
knightley said emma smiling great part speech know mr,0
martin speak yesterday certainly replied surprized absolutely know may inferred,0
wa whole day come said tell something return told,0
speak yesterdaythat wrote wa refused,1
wa obliged repeated could believed mr,1
knightley actually looked red surprize displeasure stood tall indignation said greater simpleton ever believed,0
foolish girl oh sure cried emma always incomprehensible man woman ever refuse offer marriage,0
man always imago woman ready body asks,1
nonsense man doe imagine thing,1
meaning harriet smith refuse robert martin madness hope mistaken,0
saw answernothing could clearer,1
saw answeryou wrote answer,1
emma,1
persuaded refuse,1
however far allowing feel done wrong,1
mr,1
martin respectable young man admit harriets equal rather surprized indeed ventured address,0
account doe seem scruple,1
pity ever got,1
harriets equal exclaimed mr,1
knightley loudly warmly calmer asperity added moment afterwards equal indeed much superior sense situation,0
emma infatuation girl blind,1
harriet smith claim either birth nature education connexion higher robert martin natural daughter nobody know probably settled provision certainly respectable relation,0
known parlourboarder common school,1
sensible girl girl information,1
ha taught nothing useful young simple acquired thing,1
age experience little wit likely ever avail,1
pretty good tempered,1
scruple advising match wa account beneath desert bad connexion,0
felt fortune probability might much better rational companion useful helpmate could worse,0
could reason man love wa willing trust harm sort disposition good hand like might easily led aright turn well,0
advantage match felt side smallest doubt would general cryout upon extreme good luck,0
even satisfaction made sure,1
crossed mind immediately would regret friend leaving highbury sake settled well,0
remember saying even emma partiality harriet think good match,0
help wondering knowing little emma say thing,1
think farmer sense merit mr,1
martin nothing good match intimate friend regret leaving highbury sake marrying man could never admit acquaintance wonder think possible feeling,0
assure mine different,1
must think statement mean fair,1
harriets claim,1
would estimated differently others well mr,1
martin may richest two undoubtedly inferior rank society,1
sphere move much,1
would degradation,1
degradation illegitimacy ignorance married respectable intelligent gentlemanfarmer circumstance birth though legal sense may called nobody hold common sense,0
pay offence others held level brought,1
scarcely doubt father gentlemanand gentleman fortune,1
allowance liberal nothing ha ever grudged improvement comfort,1
gentleman daughter indubitable associate gentlemens daughter one apprehend deny,0
superior mr,1
robert martin,1
whoever might parent said mr,1
knightley whoever may charge doe appear part plan introduce would call good society,0
receiving indifferent education left mr,1
goddard hand shift canto move short mr,1
goddard line mr,1
goddard acquaintance,1
friend evidently thought good enough wa good enough,1
desired nothing better,1
till chose turn friend mind distaste set ambition beyond,0
wa happy possible martin summer,1
sense superiority,1
ha given,1
friend harriet smith emma,1
robert martin would never proceeded far felt persuaded disinclined,0
know well,1
ha much real feeling address woman haphazard selfish passion,0
conceit farthest man know,1
depend upon encouragement,1
wa convenient emma make direct reply assertion chose rather take line subject,0
warm friend mr,1
martin said unjust harriet,1
harriets claim marry well contemptible represent,1
clever girl ha better sense aware doe deserve understanding spoken slightingly,0
waiving point however supposing describe pretty goodnatured let tell degree possesses trivial recommendation world general fact beautiful girl must thought ninetynine people hundred till appears men much philosophic subject beauty generally supposed till fall love wellinformed mind instead handsome face girl loveliness harriet ha certainty admired sought power chusing among many consequently claim nice,0
goodnature slight claim comprehending doe real thorough sweetness temper manner humble opinion great readiness pleased people,0
much mistaken sex general would think beauty temper highest claim woman could possess,0
upon word emma hear abusing reason almost enough make think,0
better without sense misapply,1
sure cried playfully,1
know feeling,1
know girl harriet exactly every man delight inwhat bewitches sens satisfies judgment,0
oh harriet may pick chuse,1
ever marry woman,1
seventeen entering life beginning known wondered doe accept first offer receives nopray let time look,0
always thought foolish intimacy said mr,1
knightley presently though kept thought perceive unfortunate one harriet,0
puff idea beauty ha claim little nobody within reach good enough,0
vanity working weak head produce every sort mischief,1
nothing easy young lady raise expectation high,1
miss harriet smith may find offer marriage flow fast though pretty girl,0
men sense whatever may chuse say want silly wife,0
men family would fond connecting girl obscurityand prudent men would afraid inconvenience disgrace might involved mystery parentage came revealed,0
let marry robert martin safe respectable happy ever encourage expect marry greatly teach satisfied nothing less man consequence large fortune may parlourboarder mr,0
goddard rest lifeor least harriet smith girl marry somebody till grow desperate glad catch old writingmasters son,0
think differently point mr,1
knightley use canvassing,1
shall making angry,1
letting marry robert martin impossible ha refused decidedly think must prevent second application,0
must abide evil refused whatever may refusal pretend say might influence little assure wa little body,0
appearance much manner bad ever disposed favour,1
imagine seen body superior might tolerate,1
wa brother friend took pain please altogether seen nobody better must great assistant might wa abbeymill find disagreeable,0
case altered,1
know gentleman nothing gentleman education manner ha chance harriet,0
nonsense errant nonsense ever wa talked cried mr,1
knightley,1
robert martin manner sense sincerity goodhumour recommend mind ha true gentility harriet smith could understand,0
emma made answer tried look cheerfully unconcerned wa really feeling uncomfortable wanting much gone,0
repent done still thought better judge point female right refinement could yet sort habitual respect judgment general made dislike loudly sitting opposite angry state wa disagreeable,0
minute passed unpleasant silence one attempt emmas side talk weather made answer,0
wa thinking,1
result thought appeared last word,1
robert martin ha great lossif think hope long doe,0
view harriet best known make secret love matchmaking fair suppose view plan project haveand friend shall hint elton man think labour vain,0
emma laughed disclaimed,1
continued depend upon elton,1
elton good sort man respectable vicar highbury likely make imprudent match,0
know value good income well body,1
elton may talk sentimentally act rationally,1
well acquainted claim harriets,1
know handsome young man great favourite wherever go general way talking unreserved moment men present convinced doe mean throw away,0
heard speak great animation large family young lady sister intimate twenty thousand pound apiece,0
much obliged said emma laughing,1
set heart mr,1
eltons marrying harriet would kind open eye present want keep harriet,0
done matchmaking indeed,1
could never hope equal doings randalls,1
shall leave well,1
good morning yousaid rising walking abruptly,1
wa much vexed,1
felt disappointment young man wa mortified mean promoting sanction given part wa persuaded emma taken affair wa provoking exceedingly,0
emma remained state vexation wa indistinctness cause,1
always feel absolutely satisfied entirely convinced opinion right adversary wrong mr,0
knightley,1
walked complete selfapprobation left,1
wa materially cast however little time return harriet adequate restorative,0
harriets staying away long wa beginning make uneasy,1
possibility young man coming mr,1
goddard morning meeting harriet pleading cause gave alarming idea,0
dread failure became prominent uneasiness harriet appeared good spirit without reason give long absence felt satisfaction settled mind convinced let mr,0
knightley think say would done nothing woman friendship woman feeling would justify,0
frightened little mr,1
elton considered mr,1
knightley could observed done neither interest must allowed tell spite mr,0
knightleys pretension skill observer question spoken hastily anger wa able believe rather said wished resentfully true knew thing,0
certainly might heard mr,1
elton speak unreserve ever done mr,1
elton might imprudent inconsiderate disposition money matter might naturally rather attentive otherwise mr,0
knightley make due allowance influence strong passion war interested motif,0
mr,1
knightley saw passion course thought nothing effect saw much feel doubt overcoming hesitation reasonable prudence might originally suggest reasonable becoming degree prudence wa sure belong mr,0
elton,1
harriets cheerful look manner established came back think mr,0
martin talk mr,1
elton,1
miss nash telling something repeated immediately great delight,1
mr,1
perry mr,1
goddard attend sick child miss nash seen told miss nash wa coming back yesterday clayton park met mr,0
elton found great surprize mr,1
elton wa actually road london meaning return till morrow though wa whistclub night never known miss mr,0
perry remonstrated told shabby wa best player absent tried much persuade put journey one day would mr,0
elton determined go said particular way indeed wa going business would put inducement world something enviable commission bearer something exceedingly precious,0
mr,1
perry could quite understand wa sure must lady case told mr,0
elton looked conscious smiling rode great spirit,1
miss nash told talked great deal mr,1
elton said looking significantly pretend understand business might knew woman mr,0
elton could prefer think luckiest woman world beyond doubt mr,0
elton equal beauty agreeableness,1
chapter ix mr,1
knightley might quarrel emma could quarrel,1
wa much displeased wa longer usual came hartfield meet grave look shewed wa forgiven,0
wa sorry could repent,1
contrary plan proceeding justified endeared general appearance next day,0
picture elegantly framed came safely hand soon mr,1
eltons return hung mantelpiece common sittingroom got look sighed half sentence admiration ought harriets feeling visibly forming strong steady attachment youth sort mind admitted,0
emma wa soon perfectly satisfied mr,1
martin otherwise remembered furnished contrast mr,1
elton utmost advantage latter,1
view improving little friend mind great deal useful reading conversation never yet led first chapter intention going tomorrow,0
wa much easier chat study much pleasanter let imagination range work harriets fortune labouring enlarge comprehension exercise sober fact literary pursuit engaged harriet present mental provision wa making evening life wa collecting transcribing riddle every sort could meet thin quarto hotpressed paper made friend ornamented cipher trophy,0
age literature collection grand scale uncommon,1
miss nash headteacher mr,1
goddard written least three hundred harriet taken first hint hoped miss woodhouses help get great many,0
emma assisted invention memory taste harriet wrote pretty hand wa likely arrangement first order form well quantity,0
mr,1
woodhouse wa almost much interested business girl tried often recollect something worth putting,0
many clever riddle used wa younghe wondered could remember hoped time,0
always ended kitty fair frozen maid,1
good friend perry spoken subject present recollect thing riddle kind desired perry upon watch went much something thought might come quarter,0
wa mean daughter wish intellect highbury general put requisition,0
mr,1
elton wa one whose assistance asked,1
wa invited contribute really good enigma charade conundrum might recollect pleasure seeing intently work recollection time could perceive earnestly careful nothing ungallant nothing breathe compliment sex pas lip,0
owed two three politest puzzle joy exultation last recalled rather sentimentally recited wellknown charade first doth affliction denote second destind feel whole best antidote affliction soften heal,0
made quite sorry acknowledge transcribed page ago already,1
write one u mr,1
elton said security freshness nothing could easier,1
oh never written hardly ever thing kind life,1
stupidest fellow wa afraid even miss woodhousehe stopt momentor miss smith could inspire,0
next day however produced proof inspiration,1
called moment leave piece paper table containing said charade friend addressed young lady object admiration manner emma wa immediately convinced must,0
offer miss smith collection said,1
friend right expose degree public eye perhaps may dislike looking,0
speech wa emma harriet emma could understand,1
wa deep consciousness found easier meet eye friend,1
wa gone next momentafter another moment pause take said emma smiling pushing paper towards harrietit,0
take,1
harriet wa tremor could touch emma never loth first wa obliged examine,0
miss charade,1
first display wealth pomp king lord earth luxury ease,0
another view man second brings behold monarch sea ah united reverse man boasted power freedom flown lord earth sea bend slave woman lovely woman reign alone,0
thy ready wit word soon supply may approval beam soft eye cast eye pondered caught meaning read quite certain quite mistress line passing harriet sat happily smiling saying harriet wa puzzling paper confusion hope dulness well mr,0
elton well indeed,1
read worse charade,1
courtshipa good hint,1
give credit,1
feeling way,1
saying plainlypray miss smith give leave pay address,1
approve charade intention glance,1
may approval beam soft eye harriet exactly,1
soft word eyeof epithet justest could given,1
thy ready wit word soon supply,1
humphharriets ready wit better,1
man must much love indeed describe,1
ah mr,1
knightley wish benefit think would convince,1
life would obliged mistaken,1
excellent charade indeed much purpose,1
thing must come crisis soon,1
wa obliged break pleasant observation otherwise sort run great length eagerness harriets wondering question,0
miss woodhousewhat ideai guess least,1
possibly try find miss woodhouse,1
help,1
never saw thing hard,1
kingdom wonder friend wasand could young lady,1
think good one woman woman lovely woman reign alone,0
neptune behold monarch sea trident mermaid shark oh shark one syllable,0
must clever would brought,1
oh miss woodhouse think shall ever find mermaid shark nonsense dear harriet thinking would use bringing u charade made friend upon mermaid shark give paper listen,0
miss read miss smith,1
first display wealth pomp king lord earth luxury ease,0
court,1
another view man second brings behold monarch sea shipplain,0
cream,1
ah united courtship know reverse man boasted power freedom flown,0
lord earth sea bend slave woman lovely woman reign alone,0
proper complimentand follows application think dear harriet find much difficulty comprehending,0
read comfort,1
doubt written,1
harriet could long resist delightful persuasion,1
read concluding line wa flutter happiness,1
could speak,1
wa wanted speak,1
wa enough feel,1
emma spoke,1
pointed particular meaning compliment said doubt mr,1
eltons intention,1
objectand soon receive completest proof,1
thought must,1
thought could deceived clear state mind clear decided wish subject ever since knew,0
yes harriet long wanting circumstance happen ha happened,1
could never tell whether attachment mr,1
elton desirable natural,1
probability eligibility really equalled happy,1
congratulate dear harriet heart,1
attachment woman may well feel pride creating,1
connexion offer nothing good,1
give every thing wantconsideration independence proper homeit fix centre real friend close hartfield confirm intimacy ever,0
harriet alliance never raise blush either u,1
dear miss woodhouseand dear miss woodhouse wa harriet many tender embrace could articulate first arrive something like conversation wa sufficiently clear friend saw felt anticipated remembered ought,0
mr,1
eltons superiority ample acknowledgment,1
whatever say always right cried harriet therefore suppose believe hope must otherwise could imagined,0
much beyond thing deserve,1
mr,1
elton might marry body two opinion,1
superior,1
think sweet versesto miss,1
dear clevercould really meant make question listen question,1
certainty,1
receive judgment,1
sort prologue play motto chapter soon followed matteroffact prose,0
sort thing nobody could expected,1
sure month ago idea myselfthe strangest thing take place miss smith mr,0
eltons get acquaintedthey indeedand really strange common course evidently palpably desirablewhat court prearrangement people immediately shape proper form,0
mr,1
elton situation called together belong one another every circumstance respective home,0
marrying equal match randalls,1
doe seem something air hartfield give love exactly right direction sends channel ought flow,0
course true love never run smooth hartfield edition shakespeare would long note passage,0
mr,1
elton really love meme people know speak michaelmas handsomest man ever wa man every body look quite like mr,0
knightley company sought every body say need eat single meal doe chuse ha invitation day week,0
excellent church miss nash ha put text ha ever preached since came highbury,0
dear look back first time saw little thinkthe two abbot ran front room peeped blind heard wa going miss nash came scolded u away staid look however called back presently let look wa goodnatured,0
beautiful thought looked wa arminarm mr,1
cole,1
alliance whoeverwhatever friend may must agreeable provided least common sense addressing conduct fool,0
anxious see happily married man whose amiable character give every assurance itif wish settled country circle chosen place accomplished object common phrase well married comfortable fortune respectable establishment rise world must satisfy,0
yes true,1
nicely talk love hear,1
understand every thing,1
mr,1
elton one clever,1
charadeif studied twelvemonth could never made thing like,1
thought meant try skill manner declining yesterday,1
think without exception best charade ever read,1
never read one purpose certainly,1
long almost,1
consider length particularly favour,1
thing general short,1
harriet wa intent line hear,1
satisfactory comparison rising mind,1
one thing said presentlyher cheek glowto good sense common way like every body else thing say sit write letter say must short way another write verse charade like,0
emma could desired spirited rejection mr,1
martin prose,1
sweet line continued harrietthese two lastbut shall ever able return paper say found outoh miss woodhouse leave,0
nothing,1
evening dare say give back nonsense pas u shall committed,0
soft eye shall chuse time beaming,1
trust,1
oh miss woodhouse pity must write beautiful charade book sure got one half good,0
leave two last line reason write book,1
oh two line best,1
grantedfor private enjoyment private enjoyment keep,1
less written know divide,1
couplet doe cease doe meaning change,1
take away appropriation cease pretty gallant charade remains fit collection,0
depend upon would like charade slighted much better passion,0
poet love must encouraged capacity neither,1
give book write possible reflection,1
harriet submitted though mind could hardly separate part feel quite sure friend writing declaration love,0
seemed precious offering degree publicity,1
shall never let book go hand said,1
well replied emma natural feeling longer last better shall pleased,0
father coming object reading charade,1
giving much pleasure love thing sort especially thing pay woman compliment,0
ha tenderest spirit gallantry towards u allyou must let read,0
harriet looked grave,1
dear harriet must refine much upon charade,1
betray feeling improperly conscious quick appear affix meaning even quite meaning may affixed,0
overpowered little tribute admiration,1
anxious secrecy would left paper wa rather pushed towards towards,0
let u solemn business,1
ha encouragement enough proceed without sighing soul charade,1
oh noi hope shall ridiculous,1
please,1
mr,1
woodhouse came soon led subject recurrence frequent inquiry well dear doe book go onhave got thing fresh yes papa something read something quite fresh,0
piece paper wa found table morningdropt suppose fairycontaining pretty charade copied,0
read liked thing read slowly distinctly two three time explanation every part proceededand wa much pleased foreseen especially struck complimentary conclusion,0
aye thats indeed thats properly said,1
true,1
woman lovely woman,1
pretty charade dear easily guess fairy brought,1
nobody could written prettily emma,1
emma nodded smiled,1
little thinking tender sigh added ah difficulty see take dear mother wa clever thing memory remember nothingnot even particular riddle heard mention recollect first stanza several,0
kitty fair frozen maid kindled flame yet deplore hoodwinkd boy called aid though near approach afraid fatal suit,0
recollect itbut clever way,1
think dear said got,1
yes papa written second page,1
copied elegant extract,1
wa garrick know,1
aye true,1
wish could recollect,1
kitty fair frozen maid,1
name make think poor isabella wa near christened catherine grandmama,0
hope shall next week,1
thought dear shall put herand room child oh yesshe room course room always hasand nursery childrenjust usual know,0
change know dearbut long since wa herenot since last easter day,0
mr,1
john knightleys lawyer inconvenient,1
poor isabellashe sadly taken away u alland sorry come see miss taylor surprized papa least,0
know dear,1
sure wa much surprized first heard wa going married,0
must ask mr,1
mr,1
weston dine u isabella,1
yes dear time,1
butin depressed toneshe coming one week,1
time thing,1
unfortunate stay longerbut seems case necessity,1
mr,1
john knightley must town th ought thankful papa whole time give country two three day taken abbey,0
mr,1
knightley promise give claim christmasthough know longer since u,0
would hard indeed dear poor isabella anywhere hartfield,1
mr,1
woodhouse could never allow mr,1
knightleys claim brother body claim isabella except,1
sat musing little said see poor isabella obliged go back soon though doe,0
think emma shall try persuade stay longer u,1
child might stay well,1
ah papathat never able accomplish think ever,1
isabella bear stay behind husband,1
wa true contradiction,1
unwelcome wa mr,1
woodhouse could give submissive sigh emma saw spirit affected idea daughter attachment husband immediately led branch subject must raise,0
harriet must give u much company brother sister,1
sure pleased child,1
proud child papa wonder think handsomest henry john aye wonder,0
poor little dear glad come,1
fond hartfield harriet,1
dare say sir,1
sure know,1
henry fine boy john like mama,1
henry eldest wa named father,1
john second named father,1
people surprized believe eldest wa isabella would called henry thought pretty,0
clever boy indeed,1
remarkably clever many pretty way,1
come stand chair say grandpapa give bit string henry asked knife told knife made grandpapas,0
think father rough often,1
appears rough said emma gentle could compare papa would think rough,0
wish boy active hardy misbehave give sharp word affectionate fathercertainly mr,0
john knightley affectionate father,1
child fond,1
uncle come toss ceiling frightful way like papa nothing like much,0
enjoyment uncle lay rule taking turn whichever began would never give way,0
well understand,1
case u papa,1
one half world understand pleasure,1
later morning girl going separate preparation regular four oclock dinner hero inimitable charade walked,0
harriet turned away emma could receive usual smile quick eye soon discerned consciousness made pushof thrown die imagined wa come see might turn,0
ostensible reason however wa ask whether mr,1
woodhouses party could made evening without whether smallest degree necessary hartfield,0
every thing else must give way otherwise friend cole saying much dining himhad made point promised conditionally come,0
emma thanked could allow disappointing friend account father wa sure rubber,0
reurgedshe redeclined seemed make bow taking paper table returned oh charade obliging leave u thank sight,0
admired much ventured write miss smith collection,1
friend take amiss hope,1
course transcribed beyond first eight line,1
mr,1
elton certainly well know say,1
looked rather doubtinglyrather confused said something honourglanced emma harriet seeing book open table took examined attentively,0
view passing awkward moment emma smilingly said must make apology friend good charade must confined one two,0
may sure every woman approbation writes gallantry,1
hesitation saying replied mr,1
elton though hesitating good deal spoke hesitation sayingat least friend feel doi smallest doubt could see little effusion honoured see looking book replacing table would consider proudest moment life,0
speech wa gone soon possible,1
emma could think soon good agreeable quality wa sort parade speech wa apt incline laugh,0
ran away indulge inclination leaving tender sublime pleasure harriets share,0
chapter x though middle december yet weather prevent young lady tolerably regular exercise morrow emma charitable visit pay poor sick family lived little way highbury,0
road detached cottage wa vicarage lane lane leading right angle broad though irregular main street place may inferred containing blessed abode mr,0
elton,1
inferior dwelling first passed quarter mile lane rose vicarage old good house almost close road could,0
advantage situation much smartened present proprietor wa could possibility two friend passing without slackened pace observing eye,0
emmas remark wa,1
go riddlebook one day,1
harriets wa oh sweet househow beautifulthere yellow curtain miss nash admires much,0
often walk way said emma proceeded inducement shall gradually get intimately acquainted hedge gate pool pollard part highbury,0
harriet found never life within side vicarage curiosity see wa extreme considering exterior probability emma could class proof love mr,0
eltons seeing ready wit,1
wish could contrive said think tolerable pretence going inno servant want inquire housekeeperno message father,0
pondered could think nothing,1
mutual silence minute harriet thus began wonder miss woodhouse married going married charming emma laughed replied charming harriet quite enough induce marry must find people charmingone person least,0
going married present little intention ever marrying,1
ahso say believe,1
must see somebody superior one seen yet tempted mr,0
elton know recollecting question wish see person,1
would rather tempted,1
really change better,1
marry must expect repent,1
dear meit odd hear woman talk none usual inducement woman marry,0
fall love indeed would different thing never love way nature think ever shall,0
without love sure fool change situation mine,1
fortune want employment want consequence want believe married woman half much mistress husband house hartfield never never could expect truly beloved important always first always right man eye father,0
old maid last like miss bates formidable image could present harriet thought ever like miss bates sillyso satisfied smilingso prosingso undistinguishing unfastidious apt tell every thing relative every body would marry tomorrow,0
u convinced never likeness except unmarried,1
still old maid thats dreadful never mind harriet shall poor old maid poverty make celibacy contemptible generous public single woman narrow income must ridiculous disagreeable old maid proper sport boy girl single woman good fortune always respectable may sensible pleasant body else,0
distinction quite much candour common sense world appears first narrow income ha tendency contract mind sour temper,0
barely live live perforce small generally inferior society may well illiberal cross,0
doe apply however miss bates good natured silly suit general much taste every body though single though poor,0
poverty certainly ha contracted mind really believe shilling world would likely give away sixpence nobody afraid great charm,0
dear shall shall employ grow old know harriet mine active busy mind great many independent resource perceive want employment forty fifty oneandtwenty,0
woman usual occupation hand mind open important variation,1
draw less shall read give music shall take carpetwork,0
object interest object affection truth great point inferiority want really great evil avoided marrying shall well child sister love much care,0
enough probability supply every sort sensation declining life need,0
enough every hope every fear though attachment none equal parent suit idea comfort better warmer blinder,0
nephew niecesi shall often niece,1
know miss batess niece know must seen hundred timesbut acquainted oh yes always forced acquainted whenever come highbury,0
bye almost enough put one conceit niece,1
heaven forbid least ever bore people half much knightleys together doe jane fairfax,0
one sick name jane fairfax,1
every letter read forty time compliment friend go round round doe send aunt pattern stomacher knit pair garter grandmother one hears nothing else month,0
wish jane fairfax well tire death,1
approaching cottage idle topic superseded,1
emma wa compassionate distress poor sure relief personal attention kindness counsel patience purse,0
understood way could allow ignorance temptation romantic expectation extraordinary virtue education done little entered trouble ready sympathy always gave assistance much intelligence goodwill,0
present instance wa sickness poverty together came visit remaining long could give comfort advice quitted cottage impression scene made say harriet walked away sight harriet one good,0
trifling make every thing else appeari feel could think nothing poor creature rest day yet say soon may vanish mind true said harriet,0
poor creature one think nothing else,1
really think impression soon said emma crossed low hedge tottering footstep ended narrow slippery path cottage garden brought lane,0
think stopping look outward wretchedness place recall still greater within,0
oh dear said companion,1
walked,1
lane made slight bend bend wa passed mr,1
elton wa immediately sight near give emma time say farther ah harriet come sudden trial stability good thought,0
well smiling hope may allowed compassion ha produced exertion relief sufferer ha done truly important,0
feel wretched enough rest empty sympathy distressing,1
harriet could answer oh dear yes gentleman joined,1
want suffering poor family however first subject meeting,1
going call,1
visit would defer interesting parley could done done,1
mr,1
elton turned back accompany,1
fall errand thought emma meet charitable scheme bring great increase love side,0
wonder bring declaration,1
must,1
wish anywhere else,1
anxious separate far could soon afterwards took possession narrow footpath little raised one side lane leaving together main road,0
two minute found harriets habit dependence imitation bringing short would soon,0
would immediately stopped pretence alteration make lacing halfboot stooping complete occupation footpath begged goodness walk would follow half minute,0
desired time judged reasonable done boot comfort farther delay power overtaken child cottage setting according order pitcher fetch broth hartfield,0
walk side child talk question wa natural thing world would natural acting without design mean others still able keep ahead without obligation waiting,0
gained however involuntarily child pace wa quick rather slow wa concerned evidently conversation interested,0
mr,1
elton wa speaking animation harriet listening pleased attention emma sent child wa beginning think might draw back little looked around wa obliged join,0
mr,1
elton wa still talking still engaged interesting detail emma experienced disappointment found wa giving fair companion account yesterday party friend cole wa come stilton cheese north wiltshire butter cellery beetroot dessert,0
would soon led something better course wa consoling reflection thing interest love thing serve introduction near heart,0
could kept longer away walked together quietly till within view vicarage pale sudden resolution least getting harriet house made find something much amiss boot fall behind arrange,0
broke lace short dexterously throwing ditch wa presently obliged entreat stop acknowledged inability put right able walk home tolerable comfort,0
part lace gone said know contrive,1
really troublesome companion hope often illequipped,1
mr,1
elton must beg leave stop house ask housekeeper bit ribband string thing keep boot,0
mr,1
elton looked happiness proposition nothing could exceed alertness attention conducting house endeavouring make every thing appear advantage,0
room taken wa one chiefly occupied looking forward behind wa another immediately communicated door wa open emma passed housekeeper receive assistance comfortable manner,0
wa obliged leave door ajar found fully intended mr,0
elton close,1
wa closed however still remained ajar engaging housekeeper incessant conversation hoped make practicable chuse subject adjoining room,0
ten minute could hear nothing,1
could protracted longer,1
wa obliged finished make appearance,1
lover standing together one window,1
favourable aspect half minute emma felt glory schemed successfully,0
would come point,1
agreeable delightful told harriet seen go purposely followed little gallantry allusion dropt nothing serious,0
cautious cautious thought emma advance inch inch hazard nothing till belief secure,0
still however though every thing accomplished ingenious device could flatter occasion much present enjoyment must leading forward great event,0
chapter xi mr,1
elton must left,1
wa longer emmas power superintend happiness quicken measure,1
coming sister family wa near hand first anticipation reality became henceforth prime object interest ten day stay hartfield wa expectedshe expect thing beyond occasional fortuitous assistance could afforded lover,0
might advance rapidly would however must advance somehow whether would,0
hardly wished leisure,1
people less,1
mr,1
mr,1
john knightley longer usual absent surry exciting course rather usual interest,0
till year every long vacation since marriage divided hartfield donwell abbey holiday autumn given seabathing child wa therefore many month since seen regular way surry connexion seen mr,0
woodhouse could induced get far london even poor isabella sake consequently wa nervously apprehensively happy forestalling short visit,0
thought much evil journey little fatigue horse coachman bring party last half way alarm needless sixteen mile happily accomplished mr,0
mr,1
john knightley five child competent number nurserymaids reaching hartfield safety,0
bustle joy arrival many talked welcomed encouraged variously dispersed disposed produced noise confusion nerve could borne cause endured much longer even way hartfield feeling father respected mr,0
john knightley spite maternal solicitude immediate enjoyment little one instantly liberty attendance eating drinking sleeping playing could possibly wish without smallest delay child never allowed long disturbance either restless attendance,0
mr,1
john knightley wa pretty elegant little woman gentle quiet manner disposition remarkably amiable affectionate wrapt family devoted wife doating mother tenderly attached father sister higher tie warmer love might seemed impossible,0
could never see fault,1
wa woman strong understanding quickness resemblance father inherited also much constitution wa delicate health overcareful child many fear many nerve wa fond mr,0
wingfield town father could mr,1
perry,1
alike general benevolence temper strong habit regard every old acquaintance,0
mr,1
john knightley wa tall gentlemanlike clever man rising profession domestic respectable private character reserved manner prevented generally pleasing capable sometimes humour,0
wa illtempered man often unreasonably cross deserve reproach temper wa great perfection indeed worshipping wife wa hardly possible natural defect increased,0
extreme sweetness temper must hurt,1
clearness quickness mind wanted could sometimes act ungracious say severe thing,0
wa great favourite fair sisterinlaw,1
nothing wrong escaped,1
wa quick feeling little injury isabella isabella never felt,0
perhaps might passed manner flattering isabella sister calmly kind brother friend without praise without blindness hardly degree personal compliment could made regardless greatest fault eye sometimes fell want respectful forbearance towards father,0
always patience could wished,1
mr,1
woodhouses peculiarity fidgetiness sometimes provoking rational remonstrance sharp retort equally illbestowed,0
often happen mr,1
john knightley really great regard fatherinlaw generally strong sense wa due wa often emmas charity especially wa pain apprehension frequently endured though offence came,0
beginning however every visit displayed none properest feeling necessity short might hoped pas away unsullied cordiality,0
long seated composed mr,1
woodhouse melancholy shake head sigh called daughter attention sad change hartfield since last,0
ah dear said poor miss taylorit grievous business,1
oh yes sir cried ready sympathy must miss dear emma toowhat dreadful loss grieved,0
could imagine could possibly without,1
sad change indeed,1
hope pretty well sir,1
pretty well deari hopepretty well,1
know place agrees tolerably,1
mr,1
john knightley asked emma quietly whether doubt air randalls,0
oh nonone least,1
never saw mr,1
weston better life never looking well,1
papa speaking regret,1
much honour wa handsome reply,1
see sir tolerably often asked isabella plaintive tone suited father,0
mr,1
woodhouse hesitated,1
near often dear could wish,1
oh papa missed seeing one entire day since married,0
either morning evening every day excepting one seen either mr,0
weston mr,1
weston generally either randalls hereand may suppose isabella frequently,0
kind visit,1
mr,1
weston really kind,1
papa speak melancholy way giving isabella false idea u,0
every body must aware miss taylor must missed every body ought also assured mr,0
mr,1
weston really prevent missing mean extent anticipatedwhich exact truth,0
said mr,1
john knightley hoped wa letter,1
wish shewing attention could doubted disengaged social man make easy,0
always telling love idea change material hartfield apprehended emmas account hope satisfied,0
sure said mr,1
woodhouseyes certainlyi deny mr,1
weston poor mr,1
weston doe come see u pretty often thenshe always obliged go away,0
would hard upon mr,1
weston papa,1
quite forget poor mr,1
weston,1
think indeed said john knightley pleasantly mr,1
weston ha little claim,1
emma venture take part poor husband,1
husband wife claim man may likely strike u equal force,0
isabella ha married long enough see convenience putting mr,0
weston aside much,1
love cried wife hearing understanding part,1
talking mei sure nobody ought greater advocate matrimony misery leaving hartfield never thought miss taylor fortunate woman world slighting mr,0
weston excellent mr,1
weston think nothing doe deserve,1
believe one besttempered men ever existed,1
excepting brother know equal temper,1
